case_name,geom_name,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,alt_kft,Re,M_inf,alpha_deg,beta_deg,CD,CL,Cmy
case_0627,geom_062,165.5,170.7,220.0,1000.0,681.6,237.0,77.86,58.09,51.56,25.46,8.139,36700000.0,0.4385,16.17,0.0,0.0671916,0.279584,-0.132991
case_0628,geom_062,165.5,170.7,220.0,1000.0,681.6,237.0,77.86,58.09,51.56,25.46,17.29,2151000.0,0.4715,8.011,0.0,0.0185207,0.180599,-0.0826488
case_0629,geom_062,165.5,170.7,220.0,1000.0,681.6,237.0,77.86,58.09,51.56,25.46,27.86,6712000.0,0.381,1.461,0.0,0.00761394,0.0341587,-0.0158229
case_0630,geom_063,174.3,84.23,262.1,1000.0,817.7,255.2,88.98,44.7,59.6,27.7,12.79,5234000.0,0.06156,-4.544,0.0,0.0234792,-0.0837054,0.0300076
case_0632,geom_063,174.3,84.23,262.1,1000.0,817.7,255.2,88.98,44.7,59.6,27.7,20.4,18800000.0,0.1599,6.343,0.0,0.0139882,0.12107,-0.0427289
case_0633,geom_063,174.3,84.23,262.1,1000.0,817.7,255.2,88.98,44.7,59.6,27.7,35.7,7589000.0,0.2023,9.535,0.0,0.0199451,0.178445,-0.0628523
case_0634,geom_063,174.3,84.23,262.1,1000.0,817.7,255.2,88.98,44.7,59.6,27.7,5.289,16220000.0,0.1132,13.15,0.0,0.0369666,0.242883,-0.0873745
case_0637,geom_063,174.3,84.23,262.1,1000.0,817.7,255.2,88.98,44.7,59.6,27.7,24.56,5747000.0,0.3792,14.95,0.0,0.0434039,0.237258,-0.0841284
case_0638,geom_063,174.3,84.23,262.1,1000.0,817.7,255.2,88.98,44.7,59.6,27.7,8.16,11510000.0,0.2636,-3.617,0.0,0.00735974,-0.0664285,0.0229944
case_0639,geom_063,174.3,84.23,262.1,1000.0,817.7,255.2,88.98,44.7,59.6,27.7,28.1,5114000.0,0.492,-9.718,0.0,0.0198563,-0.181788,0.0630677
case_0640,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,39.75,1042000.0,0.1952,-5.19,0.0,0.0155752,-0.131593,0.0476502
case_0641,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,17.19,29090000.0,0.4469,8.353,0.0,0.0182588,0.235477,-0.0861748
case_0642,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,20.87,2523000.0,0.05507,13.18,0.0,0.0594797,0.329813,-0.121528
case_0643,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,26.93,18670000.0,0.2611,7.499,0.0,0.0156299,0.206094,-0.0755759
case_0644,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,10.99,18000000.0,0.1268,2.654,0.0,0.0124676,0.0748045,-0.0277048
case_0645,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,5.314,20140000.0,0.1406,-1.594,0.0,0.0108823,-0.0395457,0.0142249
case_0646,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,35.36,7412000.0,0.3781,-9.653,0.0,0.0220294,-0.252535,0.0910952
case_0647,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,14.7,42720000.0,0.4793,1.36,0.0,0.00411311,0.0441784,-0.016627
case_0648,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,31.5,25930000.0,0.3108,15.2,0.0,0.0653013,0.291111,-0.104467
case_0649,geom_064,178.7,165.3,374.0,1000.0,569.7,190.2,83.18,42.27,46.27,31.37,0.9162,13560000.0,0.3612,19.39,0.0,0.0953483,0.375742,-0.138133
case_0650,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,12.24,3676000.0,0.1263,9.981,0.0,0.0199795,0.129481,-0.0404756
case_0651,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,36.8,6678000.0,0.2245,11.29,0.0,0.0193303,0.145367,-0.0451834
case_0652,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,5.811,41040000.0,0.2402,19.14,0.0,0.0540149,0.188849,-0.0656239
case_0653,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,34.87,31790000.0,0.4248,-8.497,0.0,0.0100176,-0.114273,0.0344951
case_0654,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,8.557,10770000.0,0.09158,15.49,0.0,0.0375395,0.192559,-0.0621874
case_0655,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,29.31,23440000.0,0.4099,4.636,0.0,0.00548721,0.0650779,-0.0196802
case_0656,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,26.12,1619000.0,0.4924,0.9779,0.0,0.00610752,0.014658,-0.00447021
case_0657,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,3.276,26670000.0,0.172,-6.791,0.0,0.0105732,-0.0881124,0.026997
case_0658,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,19.27,12020000.0,0.2868,5.47,0.0,0.00781274,0.0729755,-0.0220874
case_0659,geom_065,134.9,60.6,250.4,1000.0,803.0,210.4,80.17,51.24,53.15,26.98,20.04,12970000.0,0.3438,-3.418,0.0,0.00505461,-0.0442549,0.0132161
case_0660,geom_066,180.8,113.8,457.8,1000.0,718.1,200.1,63.18,46.48,51.86,38.4,21.08,3460000.0,0.1463,11.81,0.0,0.0353321,0.270312,-0.109083
case_0661,geom_066,180.8,113.8,457.8,1000.0,718.1,200.1,63.18,46.48,51.86,38.4,26.22,34150000.0,0.387,8.591,0.0,0.0198406,0.212282,-0.085189
case_0662,geom_066,180.8,113.8,457.8,1000.0,718.1,200.1,63.18,46.48,51.86,38.4,9.414,73480000.0,0.453,-7.423,0.0,0.0126474,-0.190449,0.0774971
case_0663,geom_066,180.8,113.8,457.8,1000.0,718.1,200.1,63.18,46.48,51.86,38.4,18.15,3902000.0,0.262,-0.2759,0.0,0.00840359,-0.0018365,0.000268316
case_0664,geom_066,180.8,113.8,457.8,1000.0,718.1,200.1,63.18,46.48,51.86,38.4,14.73,9226000.0,0.08427,15.75,0.0,0.0644246,0.345538,-0.140567
case_0666,geom_066,180.8,113.8,457.8,1000.0,718.1,200.1,63.18,46.48,51.86,38.4,0.5523,12760000.0,0.1399,-3.966,0.0,0.0131316,-0.094907,0.0387161
case_0667,geom_066,180.8,113.8,457.8,1000.0,718.1,200.1,63.18,46.48,51.86,38.4,35.55,7880000.0,0.1979,5.427,0.0,0.0135453,0.14132,-0.0587315
case_0668,geom_066,180.8,113.8,457.8,1000.0,718.1,200.1,63.18,46.48,51.86,38.4,28.13,8469000.0,0.3104,18.25,0.0,0.0850517,0.327916,-0.131653
case_0669,geom_066,180.8,113.8,457.8,1000.0,718.1,200.1,63.18,46.48,51.86,38.4,5.369,45150000.0,0.3338,4.989,0.0,0.00880565,0.137366,-0.0574937
case_0670,geom_067,178.3,58.99,480.2,1000.0,623.2,213.4,88.39,53.19,44.67,39.19,36.25,10530000.0,0.4337,-7.265,0.0,0.0123348,-0.170189,0.0698947
case_0671,geom_067,178.3,58.99,480.2,1000.0,623.2,213.4,88.39,53.19,44.67,39.19,32.89,2396000.0,0.144,-6.411,0.0,0.0169373,-0.143466,0.0596673
case_0672,geom_067,178.3,58.99,480.2,1000.0,623.2,213.4,88.39,53.19,44.67,39.19,5.897,13070000.0,0.2588,4.623,0.0,0.00914985,0.119707,-0.0508468
case_0674,geom_067,178.3,58.99,480.2,1000.0,623.2,213.4,88.39,53.19,44.67,39.19,16.89,6697000.0,0.09696,10.59,0.0,0.0320786,0.244962,-0.102987
case_0675,geom_067,178.3,58.99,480.2,1000.0,623.2,213.4,88.39,53.19,44.67,39.19,25.18,4873000.0,0.08286,1.248,0.0,0.0167708,0.0352801,-0.0151868
case_0677,geom_067,178.3,58.99,480.2,1000.0,623.2,213.4,88.39,53.19,44.67,39.19,12.2,51640000.0,0.3875,16.9,0.0,0.0700949,0.265145,-0.107554
case_0678,geom_067,178.3,58.99,480.2,1000.0,623.2,213.4,88.39,53.19,44.67,39.19,28.74,2750000.0,0.3224,7.785,0.0,0.0167645,0.185754,-0.077872
case_0679,geom_067,178.3,58.99,480.2,1000.0,623.2,213.4,88.39,53.19,44.67,39.19,11.28,37030000.0,0.2251,11.11,0.0,0.0257486,0.260031,-0.107982
case_0680,geom_068,191.3,98.42,617.2,1000.0,799.9,232.1,63.03,53.12,54.33,37.49,13.63,27110000.0,0.1784,10.8,0.0,0.0358344,0.320189,-0.159809
case_0682,geom_068,191.3,98.42,617.2,1000.0,799.9,232.1,63.03,53.12,54.33,37.49,2.594,47780000.0,0.347,-9.074,0.0,0.0216057,-0.274236,0.137157
case_0683,geom_068,191.3,98.42,617.2,1000.0,799.9,232.1,63.03,53.12,54.33,37.49,6.755,14990000.0,0.09869,14.9,0.0,0.067996,0.416627,-0.208158
case_0684,geom_068,191.3,98.42,617.2,1000.0,799.9,232.1,63.03,53.12,54.33,37.49,32.2,11450000.0,0.2833,19.4,0.0,0.120418,0.397483,-0.196969
case_0685,geom_068,191.3,98.42,617.2,1000.0,799.9,232.1,63.03,53.12,54.33,37.49,29.9,7054000.0,0.265,5.848,0.0,0.0150012,0.193103,-0.0995224
case_0686,geom_068,191.3,98.42,617.2,1000.0,799.9,232.1,63.03,53.12,54.33,37.49,11.86,14380000.0,0.2147,1.973,0.0,0.00993949,0.0724732,-0.0380708
case_0687,geom_068,191.3,98.42,617.2,1000.0,799.9,232.1,63.03,53.12,54.33,37.49,17.0,8039000.0,0.4514,-6.207,0.0,0.0149457,-0.192672,0.0977164
case_0688,geom_068,191.3,98.42,617.2,1000.0,799.9,232.1,63.03,53.12,54.33,37.49,20.98,622300.0,0.05529,2.747,0.0,0.0439834,0.0907734,-0.0470127
case_0689,geom_068,191.3,98.42,617.2,1000.0,799.9,232.1,63.03,53.12,54.33,37.49,24.77,22460000.0,0.3858,-1.938,0.0,0.00620119,-0.0555031,0.0276287
case_0690,geom_069,120.9,133.3,665.3,1000.0,768.8,259.2,81.53,56.5,55.71,31.63,1.039,3674000.0,0.06312,19.0,0.0,0.118594,0.497106,-0.253056
case_0691,geom_069,120.9,133.3,665.3,1000.0,768.8,259.2,81.53,56.5,55.71,31.63,11.34,36880000.0,0.2979,-8.493,0.0,0.0176941,-0.278674,0.142673
case_0692,geom_069,120.9,133.3,665.3,1000.0,768.8,259.2,81.53,56.5,55.71,31.63,23.76,20080000.0,0.3547,9.376,0.0,0.0230381,0.3024,-0.152883
case_0693,geom_069,120.9,133.3,665.3,1000.0,768.8,259.2,81.53,56.5,55.71,31.63,30.27,7539000.0,0.2372,6.106,0.0,0.0151009,0.20881,-0.107909
case_0694,geom_069,120.9,133.3,665.3,1000.0,768.8,259.2,81.53,56.5,55.71,31.63,26.34,8217000.0,0.09516,12.99,0.0,0.0512572,0.384717,-0.194894
case_0695,geom_069,120.9,133.3,665.3,1000.0,768.8,259.2,81.53,56.5,55.71,31.63,36.45,19510000.0,0.3944,16.9,0.0,0.0964754,0.326797,-0.164879
case_0696,geom_069,120.9,133.3,665.3,1000.0,768.8,259.2,81.53,56.5,55.71,31.63,13.37,65650000.0,0.4131,2.441,0.0,0.00592244,0.0978113,-0.0515178
case_0697,geom_069,120.9,133.3,665.3,1000.0,768.8,259.2,81.53,56.5,55.71,31.63,7.98,1278000.0,0.2094,-0.8107,0.0,0.012654,-0.0169773,0.00819689
case_0698,geom_069,120.9,133.3,665.3,1000.0,768.8,259.2,81.53,56.5,55.71,31.63,16.51,2742000.0,0.1708,-2.795,0.0,0.0141973,-0.0806519,0.0409124
case_0700,geom_070,146.5,102.3,470.3,1000.0,849.1,189.1,81.08,42.72,41.88,24.2,33.6,7107000.0,0.3668,0.6335,0.0,0.00780694,0.0201232,-0.00643386
case_0701,geom_070,146.5,102.3,470.3,1000.0,849.1,189.1,81.08,42.72,41.88,24.2,36.58,1154000.0,0.4282,4.724,0.0,0.0119997,0.114343,-0.035456
case_0702,geom_070,146.5,102.3,470.3,1000.0,849.1,189.1,81.08,42.72,41.88,24.2,13.92,46980000.0,0.4676,-3.136,0.0,0.00510875,-0.0733513,0.0223433
case_0705,geom_070,146.5,102.3,470.3,1000.0,849.1,189.1,81.08,42.72,41.88,24.2,4.805,55200000.0,0.3437,-6.431,0.0,0.00985489,-0.149717,0.0462344
case_0706,geom_070,146.5,102.3,470.3,1000.0,849.1,189.1,81.08,42.72,41.88,24.2,16.78,10850000.0,0.1678,-7.969,0.0,0.0185655,-0.173725,0.0540979
case_0707,geom_070,146.5,102.3,470.3,1000.0,849.1,189.1,81.08,42.72,41.88,24.2,9.382,2209000.0,0.07551,13.04,0.0,0.046753,0.274425,-0.0885138
case_0708,geom_070,146.5,102.3,470.3,1000.0,849.1,189.1,81.08,42.72,41.88,24.2,20.09,12150000.0,0.1027,7.597,0.0,0.0226162,0.174871,-0.0555132
case_0709,geom_070,146.5,102.3,470.3,1000.0,849.1,189.1,81.08,42.72,41.88,24.2,25.57,7523000.0,0.1945,14.05,0.0,0.0397664,0.277646,-0.0871725
case_0710,geom_071,152.4,168.5,517.6,1000.0,807.9,276.5,70.76,50.48,42.95,37.74,26.51,12950000.0,0.1673,16.77,0.0,0.0950808,0.474817,-0.208125
case_0711,geom_071,152.4,168.5,517.6,1000.0,807.9,276.5,70.76,50.48,42.95,37.74,5.924,45550000.0,0.4302,13.06,0.0,0.0626288,0.34053,-0.146373
case_0712,geom_071,152.4,168.5,517.6,1000.0,807.9,276.5,70.76,50.48,42.95,37.74,35.2,6439000.0,0.1963,-0.5785,0.0,0.0101983,-0.0136172,0.00560729
case_0713,geom_071,152.4,168.5,517.6,1000.0,807.9,276.5,70.76,50.48,42.95,37.74,36.4,6544000.0,0.09655,5.308,0.0,0.0243635,0.189678,-0.0865292
case_0714,geom_071,152.4,168.5,517.6,1000.0,807.9,276.5,70.76,50.48,42.95,37.74,15.94,1006000.0,0.2492,10.16,0.0,0.0352264,0.322877,-0.14245
case_0717,geom_071,152.4,168.5,517.6,1000.0,807.9,276.5,70.76,50.48,42.95,37.74,28.95,29780000.0,0.4898,-9.833,0.0,0.0313631,-0.331658,0.144537
case_0718,geom_071,152.4,168.5,517.6,1000.0,807.9,276.5,70.76,50.48,42.95,37.74,23.81,7118000.0,0.07691,-3.453,0.0,0.0245119,-0.11251,0.0505877
case_0719,geom_071,152.4,168.5,517.6,1000.0,807.9,276.5,70.76,50.48,42.95,37.74,9.219,17710000.0,0.3906,3.113,0.0,0.00842625,0.121287,-0.0557779
case_0720,geom_072,154.1,95.63,204.9,1000.0,718.7,228.3,88.89,54.95,50.7,34.58,37.65,21300000.0,0.3042,-5.995,0.0,0.00832807,-0.0899062,0.0321626
case_0721,geom_072,154.1,95.63,204.9,1000.0,718.7,228.3,88.89,54.95,50.7,34.58,6.105,16350000.0,0.2014,-8.784,0.0,0.0148685,-0.131615,0.0476725
case_0723,geom_072,154.1,95.63,204.9,1000.0,718.7,228.3,88.89,54.95,50.7,34.58,34.68,5139000.0,0.2462,7.651,0.0,0.0138772,0.115691,-0.0419657
case_0724,geom_072,154.1,95.63,204.9,1000.0,718.7,228.3,88.89,54.95,50.7,34.58,11.18,1307000.0,0.06073,3.346,0.0,0.0224112,0.0527032,-0.0196534
case_0727,geom_072,154.1,95.63,204.9,1000.0,718.7,228.3,88.89,54.95,50.7,34.58,30.4,1835000.0,0.4469,11.03,0.0,0.0224516,0.161559,-0.0584143
case_0728,geom_072,154.1,95.63,204.9,1000.0,718.7,228.3,88.89,54.95,50.7,34.58,1.556,24720000.0,0.3383,16.82,0.0,0.0436667,0.225693,-0.0836186
case_0729,geom_072,154.1,95.63,204.9,1000.0,718.7,228.3,88.89,54.95,50.7,34.58,21.83,9083000.0,0.1401,-0.8669,0.0,0.00851017,-0.0118044,0.00414282
case_0730,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,2.143,36590000.0,0.3016,-1.392,0.0,0.0055012,-0.0330381,0.013488
case_0731,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,22.96,11130000.0,0.2212,13.98,0.0,0.0447926,0.335614,-0.140386
case_0732,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,37.4,3314000.0,0.06339,7.353,0.0,0.033158,0.184045,-0.0780775
case_0733,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,34.88,10580000.0,0.1352,19.23,0.0,0.0884251,0.427255,-0.180628
case_0734,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,8.33,2370000.0,0.1529,10.05,0.0,0.0307446,0.244986,-0.102863
case_0735,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,7.406,15000000.0,0.3982,-9.071,0.0,0.0195775,-0.229045,0.0955033
case_0736,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,12.3,16700000.0,0.3632,-4.659,0.0,0.0088315,-0.116182,0.0482115
case_0737,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,18.15,24740000.0,0.2626,2.682,0.0,0.007266,0.0698836,-0.0294886
case_0738,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,30.21,33170000.0,0.4156,0.5962,0.0,0.00413722,0.017695,-0.00768747
case_0739,geom_073,184.4,148.6,252.6,1000.0,668.3,273.8,85.62,51.44,48.42,36.66,25.73,19850000.0,0.4574,15.69,0.0,0.0655677,0.304973,-0.128755
case_0740,geom_074,196.3,161.2,463.5,1000.0,639.3,260.2,72.56,53.07,48.78,26.91,0.782,6654000.0,0.1441,5.852,0.0,0.0205654,0.211912,-0.102414
case_0741,geom_074,196.3,161.2,463.5,1000.0,639.3,260.2,72.56,53.07,48.78,26.91,31.74,17080000.0,0.2453,12.99,0.0,0.0532836,0.385879,-0.179921
case_0742,geom_074,196.3,161.2,463.5,1000.0,639.3,260.2,72.56,53.07,48.78,26.91,13.5,2599000.0,0.3699,15.98,0.0,0.104096,0.372111,-0.183947
case_0743,geom_074,196.3,161.2,463.5,1000.0,639.3,260.2,72.56,53.07,48.78,26.91,25.63,14410000.0,0.3308,8.867,0.0,0.0237709,0.317842,-0.152293
case_0744,geom_074,196.3,161.2,463.5,1000.0,639.3,260.2,72.56,53.07,48.78,26.91,19.74,26040000.0,0.2119,3.69,0.0,0.0119397,0.137714,-0.0667929
case_0745,geom_074,196.3,161.2,463.5,1000.0,639.3,260.2,72.56,53.07,48.78,26.91,22.26,30960000.0,0.4224,-7.364,0.0,0.0168817,-0.269063,0.129067
case_0746,geom_074,196.3,161.2,463.5,1000.0,639.3,260.2,72.56,53.07,48.78,26.91,32.89,24040000.0,0.4793,0.9957,0.0,0.00507521,0.0452071,-0.0225297
case_0747,geom_074,196.3,161.2,463.5,1000.0,639.3,260.2,72.56,53.07,48.78,26.91,38.81,2414000.0,0.1306,19.5,0.0,0.145637,0.488488,-0.240007
case_0749,geom_074,196.3,161.2,463.5,1000.0,639.3,260.2,72.56,53.07,48.78,26.91,8.028,9102000.0,0.05862,-1.867,0.0,0.0285628,-0.0604543,0.0288025
case_0750,geom_075,178.0,135.1,458.2,1000.0,654.8,188.8,88.28,56.8,40.92,31.41,18.92,4701000.0,0.3629,0.1613,0.0,0.00757275,0.0100791,-0.00495258
case_0751,geom_075,178.0,135.1,458.2,1000.0,654.8,188.8,88.28,56.8,40.92,31.41,39.51,4221000.0,0.1209,11.89,0.0,0.0391797,0.306704,-0.136512
case_0752,geom_075,178.0,135.1,458.2,1000.0,654.8,188.8,88.28,56.8,40.92,31.41,20.21,4984000.0,0.2329,7.93,0.0,0.0187427,0.217812,-0.0974564
case_0753,geom_075,178.0,135.1,458.2,1000.0,654.8,188.8,88.28,56.8,40.92,31.41,24.92,5344000.0,0.07606,4.348,0.0,0.0237001,0.123961,-0.0561597
case_0755,geom_075,178.0,135.1,458.2,1000.0,654.8,188.8,88.28,56.8,40.92,31.41,1.939,31670000.0,0.1488,8.115,0.0,0.0215392,0.229407,-0.10349
case_0756,geom_075,178.0,135.1,458.2,1000.0,654.8,188.8,88.28,56.8,40.92,31.41,10.66,29820000.0,0.2144,-6.855,0.0,0.014742,-0.185842,0.0828538
case_0758,geom_075,178.0,135.1,458.2,1000.0,654.8,188.8,88.28,56.8,40.92,31.41,33.07,6953000.0,0.3788,-7.741,0.0,0.0156812,-0.213807,0.0952744
case_0759,geom_075,178.0,135.1,458.2,1000.0,654.8,188.8,88.28,56.8,40.92,31.41,13.6,32650000.0,0.2889,17.48,0.0,0.0901494,0.326674,-0.147585
case_0760,geom_076,167.7,83.81,627.4,1000.0,557.1,187.0,71.75,52.99,54.79,38.78,1.146,13890000.0,0.1664,-8.654,0.0,0.0186089,-0.2069,0.0981054
case_0761,geom_076,167.7,83.81,627.4,1000.0,557.1,187.0,71.75,52.99,54.79,38.78,24.69,45240000.0,0.4995,6.752,0.0,0.0145048,0.169147,-0.0782213
case_0762,geom_076,167.7,83.81,627.4,1000.0,557.1,187.0,71.75,52.99,54.79,38.78,19.69,1733000.0,0.07771,1.741,0.0,0.0201347,0.0500061,-0.0243836
case_0764,geom_076,167.7,83.81,627.4,1000.0,557.1,187.0,71.75,52.99,54.79,38.78,32.88,13840000.0,0.2319,2.243,0.0,0.00774871,0.0659178,-0.0324983
case_0765,geom_076,167.7,83.81,627.4,1000.0,557.1,187.0,71.75,52.99,54.79,38.78,8.917,1827000.0,0.2781,14.43,0.0,0.0543581,0.254838,-0.110697
case_0766,geom_076,167.7,83.81,627.4,1000.0,557.1,187.0,71.75,52.99,54.79,38.78,38.9,12150000.0,0.3268,-1.433,0.0,0.00560317,-0.0293297,0.0134863
case_0767,geom_076,167.7,83.81,627.4,1000.0,557.1,187.0,71.75,52.99,54.79,38.78,15.3,10630000.0,0.1077,8.314,0.0,0.0238527,0.207248,-0.0994099
case_0769,geom_076,167.7,83.81,627.4,1000.0,557.1,187.0,71.75,52.99,54.79,38.78,22.76,10890000.0,0.3664,18.5,0.0,0.0858425,0.289894,-0.12975
case_0770,geom_077,193.6,140.6,577.2,1000.0,643.6,220.1,60.72,50.35,51.42,29.46,26.19,13820000.0,0.1598,19.83,0.0,0.13112,0.448287,-0.208397
case_0771,geom_077,193.6,140.6,577.2,1000.0,643.6,220.1,60.72,50.35,51.42,29.46,12.21,10730000.0,0.3137,15.56,0.0,0.0740522,0.367019,-0.165468
case_0772,geom_077,193.6,140.6,577.2,1000.0,643.6,220.1,60.72,50.35,51.42,29.46,11.15,10140000.0,0.09714,2.878,0.0,0.0205381,0.102131,-0.0485868
case_0773,geom_077,193.6,140.6,577.2,1000.0,643.6,220.1,60.72,50.35,51.42,29.46,39.2,12720000.0,0.2006,-2.97,0.0,0.0134431,-0.0908647,0.0419859
case_0775,geom_077,193.6,140.6,577.2,1000.0,643.6,220.1,60.72,50.35,51.42,29.46,3.37,4191000.0,0.07393,-6.181,0.0,0.0314373,-0.192491,0.0896647
case_0776,geom_077,193.6,140.6,577.2,1000.0,643.6,220.1,60.72,50.35,51.42,29.46,23.23,994200.0,0.2484,6.634,0.0,0.0210703,0.217204,-0.101991
case_0777,geom_077,193.6,140.6,577.2,1000.0,643.6,220.1,60.72,50.35,51.42,29.46,18.92,19670000.0,0.3335,-0.04252,0.0,0.0091807,0.00636712,-0.00370226
case_0778,geom_077,193.6,140.6,577.2,1000.0,643.6,220.1,60.72,50.35,51.42,29.46,29.33,25000000.0,0.3679,9.366,0.0,0.0238369,0.309223,-0.142946
case_0780,geom_078,129.3,118.2,203.7,1000.0,622.8,187.7,77.43,49.2,57.89,39.02,35.26,952700.0,0.1472,-8.745,0.0,0.0164503,-0.11554,0.0400695
case_0781,geom_078,129.3,118.2,203.7,1000.0,622.8,187.7,77.43,49.2,57.89,39.02,6.823,24360000.0,0.2607,-1.749,0.0,0.00430301,-0.0234409,0.00800983
case_0783,geom_078,129.3,118.2,203.7,1000.0,622.8,187.7,77.43,49.2,57.89,39.02,36.01,5165000.0,0.3088,-4.751,0.0,0.00774972,-0.0645018,0.0222448
case_0784,geom_078,129.3,118.2,203.7,1000.0,622.8,187.7,77.43,49.2,57.89,39.02,29.77,33500000.0,0.4655,5.794,0.0,0.00618507,0.0881186,-0.0310393
case_0786,geom_078,129.3,118.2,203.7,1000.0,622.8,187.7,77.43,49.2,57.89,39.02,25.36,4194000.0,0.1049,18.93,0.0,0.0572813,0.226579,-0.0811858
case_0787,geom_078,129.3,118.2,203.7,1000.0,622.8,187.7,77.43,49.2,57.89,39.02,11.79,6478000.0,0.329,16.11,0.0,0.0360626,0.191295,-0.0661524
case_0788,geom_078,129.3,118.2,203.7,1000.0,622.8,187.7,77.43,49.2,57.89,39.02,16.34,4270000.0,0.05582,8.254,0.0,0.0246755,0.116978,-0.0417886
case_0790,geom_079,169.0,103.6,695.3,1000.0,788.9,218.7,78.43,59.14,45.28,36.12,12.61,7372000.0,0.1226,9.306,0.0,0.0322248,0.308764,-0.166512
case_0791,geom_079,169.0,103.6,695.3,1000.0,788.9,218.7,78.43,59.14,45.28,36.12,4.782,32880000.0,0.2501,5.495,0.0,0.0133192,0.197069,-0.107423
case_0792,geom_079,169.0,103.6,695.3,1000.0,788.9,218.7,78.43,59.14,45.28,36.12,37.96,7894000.0,0.1611,-1.221,0.0,0.0122822,-0.0295074,0.0149812
case_0793,geom_079,169.0,103.6,695.3,1000.0,788.9,218.7,78.43,59.14,45.28,36.12,17.48,25640000.0,0.3796,12.26,0.0,0.0539865,0.288548,-0.142903
case_0794,geom_079,169.0,103.6,695.3,1000.0,788.9,218.7,78.43,59.14,45.28,36.12,21.22,35170000.0,0.4728,19.92,0.0,0.132088,0.391737,-0.208309
case_0796,geom_079,169.0,103.6,695.3,1000.0,788.9,218.7,78.43,59.14,45.28,36.12,0.1282,18050000.0,0.08178,15.3,0.0,0.0747747,0.44419,-0.235055
case_0797,geom_079,169.0,103.6,695.3,1000.0,788.9,218.7,78.43,59.14,45.28,36.12,27.42,619400.0,0.2071,-7.351,0.0,0.0237448,-0.217636,0.115697
case_0799,geom_079,169.0,103.6,695.3,1000.0,788.9,218.7,78.43,59.14,45.28,36.12,32.87,6623000.0,0.4539,-4.146,0.0,0.00908296,-0.135382,0.0723675
case_0800,geom_080,131.3,192.3,306.6,1000.0,677.0,245.3,73.21,44.82,45.51,29.94,34.14,24390000.0,0.384,-6.783,0.0,0.0117199,-0.175018,0.0629977
case_0801,geom_080,131.3,192.3,306.6,1000.0,677.0,245.3,73.21,44.82,45.51,29.94,7.263,3483000.0,0.06141,10.92,0.0,0.0435594,0.266471,-0.0975042
case_0802,geom_080,131.3,192.3,306.6,1000.0,677.0,245.3,73.21,44.82,45.51,29.94,29.11,18290000.0,0.4461,7.421,0.0,0.0138065,0.199125,-0.0722385
case_0803,geom_080,131.3,192.3,306.6,1000.0,677.0,245.3,73.21,44.82,45.51,29.94,15.17,4911000.0,0.1755,2.831,0.0,0.0116647,0.0722654,-0.0262689
case_0804,geom_080,131.3,192.3,306.6,1000.0,677.0,245.3,73.21,44.82,45.51,29.94,17.34,30990000.0,0.3363,-2.419,0.0,0.00549686,-0.0602732,0.0215341
